x,y,z
299.6590,706.626,-4.437
300.4270,706.631,-4.431
301.2200,706.669,-4.492
301.9770,706.691,-4.504
302.7220,706.713,-4.528
303.4450,706.685,-4.522
304.2100,706.733,-4.580
304.9750,706.751,-4.581
305.7070,706.790,-4.560
306.3930,706.828,-4.623
307.1090,706.852,-4.633
307.8370,706.879,-4.611
308.6050,706.940,-4.627
309.3830,706.966,-4.654
310.1680,707.010,-4.643
310.9590,707.068,-4.687
311.6870,707.089,-4.682
312.4160,707.101,-4.714
313.1770,707.140,-4.720
313.9490,707.210,-4.742
314.7060,707.260,-4.772
315.4070,707.262,-4.738
316.1460,707.316,-4.762
316.9100,707.331,-4.720
317.7020,707.389,-4.768
318.4740,707.413,-4.778
319.2230,707.468,-4.818
319.9380,707.475,-4.800
320.6390,707.487,-4.809
321.3560,707.501,-4.746
322.0650,707.555,-4.796
322.7840,707.581,-4.775
323.5170,707.626,-4.766
324.2950,707.628,-4.771
325.1100,707.651,-4.794
325.9040,707.662,-4.833
326.6480,707.691,-4.848
327.4020,707.715,-4.821
328.1580,707.755,-4.830
328.8860,707.759,-4.840
329.5870,707.790,-4.855
330.3240,707.788,-4.792
331.0900,707.803,-4.841
331.8570,707.838,-4.853
332.5610,707.858,-4.819
333.2950,707.854,-4.824
334.1000,707.850,-4.800
334.9290,707.864,-4.829
335.6930,707.845,-4.839
336.4340,707.851,-4.799
337.1330,707.860,-4.777
337.8660,707.857,-4.805
338.5810,707.856,-4.794
339.2640,707.842,-4.807
339.9620,707.845,-4.835
340.7050,707.835,-4.829
341.4540,707.836,-4.797
342.2090,707.787,-4.822
342.9120,707.725,-4.785
343.6570,707.726,-4.775
344.3910,707.701,-4.797
345.0980,707.679,-4.783
345.7800,707.667,-4.805
346.4710,707.631,-4.752
347.1820,707.598,-4.778
347.9210,707.573,-4.770
348.6540,707.531,-4.781
349.4130,707.479,-4.808
350.1670,707.431,-4.763
350.8720,707.383,-4.782
351.5760,707.335,-4.828
352.2850,707.275,-4.787
353.0370,707.232,-4.813
353.7810,707.178,-4.794
354.4930,707.151,-4.798
355.2230,707.089,-4.798
355.9510,707.020,-4.768
356.7030,706.968,-4.778
357.4410,706.916,-4.788
358.1520,706.858,-4.833
358.8780,706.823,-4.780
359.6000,706.757,-4.780
360.3180,706.703,-4.739
361.0510,706.651,-4.760
361.7830,706.619,-4.757
362.5230,706.535,-4.752
363.2570,706.503,-4.774
363.9790,706.464,-4.748
364.6990,706.430,-4.762
365.4110,706.366,-4.774
366.1300,706.338,-4.749
366.8750,706.279,-4.691
367.6150,706.265,-4.768
368.3230,706.211,-4.717
369.0490,706.190,-4.760
369.7810,706.146,-4.723
370.5090,706.095,-4.744
371.2810,706.083,-4.739
371.9950,706.056,-4.734
372.6970,706.032,-4.766
373.3960,705.999,-4.727
374.1250,705.979,-4.726
374.8720,705.959,-4.731
375.6300,705.916,-4.692
376.3560,705.903,-4.692
377.0740,705.890,-4.679
377.7970,705.896,-4.732
378.5030,705.875,-4.713
379.2270,705.855,-4.720
379.9510,705.858,-4.730
380.6990,705.844,-4.756
381.4310,705.828,-4.743
382.1650,705.803,-4.739
382.9150,705.814,-4.707
383.6310,705.799,-4.740
384.3240,705.803,-4.757
385.0500,705.787,-4.721
385.7910,705.807,-4.707
386.5270,705.814,-4.690
387.2690,705.803,-4.715
388.0000,705.791,-4.705
388.7540,705.815,-4.736
389.4920,705.804,-4.687
390.2160,705.834,-4.730
390.9130,705.852,-4.724
391.6080,705.841,-4.732
392.3120,705.838,-4.723
393.0610,705.856,-4.726
393.8110,705.898,-4.725
394.5490,705.915,-4.737
395.2960,705.893,-4.748
396.0540,705.917,-4.720
396.7830,705.954,-4.745
397.4850,705.957,-4.744
398.1760,705.959,-4.744
398.8800,705.964,-4.724
399.6070,705.990,-4.730
400.3610,706.034,-4.731
401.0610,706.060,-4.735
401.7550,706.073,-4.734
402.4680,706.091,-4.752
403.2250,706.097,-4.762
403.9950,706.123,-4.734
404.7430,706.147,-4.767
405.4860,706.156,-4.777
406.2140,706.164,-4.769
406.9330,706.183,-4.780
407.6330,706.169,-4.783
408.3430,706.174,-4.773
409.0540,706.185,-4.739
409.7790,706.200,-4.742
410.4980,706.200,-4.770
411.2130,706.180,-4.761
411.9300,706.137,-4.759
412.6840,706.136,-4.792
413.4310,706.137,-4.779
414.1690,706.119,-4.771
414.9150,706.092,-4.825
415.6450,706.092,-4.840
416.3640,706.063,-4.827
417.0880,706.032,-4.825
417.8280,706.026,-4.843
418.5540,706.020,-4.835
419.2650,705.969,-4.813
419.9560,705.939,-4.816
420.6630,705.914,-4.817
421.3590,705.870,-4.805
422.0820,705.866,-4.823
422.8170,705.838,-4.822
423.5550,705.791,-4.813
424.3270,705.753,-4.852
425.0720,705.728,-4.835
425.7880,705.705,-4.852
426.5130,705.684,-4.850
427.2150,705.671,-4.835
427.9010,705.650,-4.865
428.5870,705.625,-4.838
429.2680,705.633,-4.885
429.9710,705.636,-4.893
430.6920,705.641,-4.861
431.4420,705.649,-4.900
432.2160,705.668,-4.895
432.9770,705.674,-4.891
433.6870,705.675,-4.865
434.4160,705.709,-4.889
435.1250,705.747,-4.846
435.8310,705.798,-4.873
436.5170,705.821,-4.881
437.2370,705.856,-4.926
437.9930,705.873,-4.899
438.7220,705.898,-4.901
439.4550,705.919,-4.931
440.1910,705.954,-4.939
440.9230,705.974,-4.962
441.6530,706.010,-4.920
442.3810,706.025,-4.950
443.0910,706.038,-4.944
443.8160,706.050,-4.966
444.5460,706.089,-4.992
445.2810,706.090,-4.968
446.0200,706.106,-4.969
446.7680,706.118,-4.973
447.5000,706.139,-5.005
448.2080,706.124,-5.018
448.9200,706.146,-5.020
449.6360,706.160,-5.041
450.3480,706.175,-5.018
451.0690,706.161,-5.026
451.7780,706.164,-5.047
452.4820,706.181,-5.057
453.2290,706.205,-5.078
453.9860,706.202,-5.040
454.7220,706.195,-5.048
455.4600,706.192,-5.108
456.1800,706.174,-5.093
456.9090,706.159,-5.089
457.6530,706.153,-5.119
458.3650,706.156,-5.123
459.0610,706.147,-5.087
459.7860,706.110,-5.109
460.5430,706.123,-5.141
461.2510,706.114,-5.159
461.9580,706.109,-5.141
462.6740,706.084,-5.111
463.4170,706.089,-5.170
464.1360,706.075,-5.149
464.8660,706.074,-5.157
465.5900,706.061,-5.173
466.3140,706.058,-5.181
467.0240,706.041,-5.148
467.7590,706.041,-5.159
468.4780,706.033,-5.182
469.2240,706.036,-5.195
469.9650,706.067,-5.201
470.6730,706.083,-5.218
471.3760,706.093,-5.200
472.0740,706.115,-5.186
472.7980,706.135,-5.191
473.5470,706.169,-5.231
474.2900,706.230,-5.260
475.0040,706.268,-5.275
475.7330,706.295,-5.257
476.4700,706.339,-5.266
477.2150,706.417,-5.280
477.9350,706.476,-5.268
478.6400,706.552,-5.297
479.3670,706.624,-5.318
480.0960,706.684,-5.339
480.8180,706.761,-5.324
481.5320,706.832,-5.341
482.2480,706.891,-5.325
482.9650,706.954,-5.335
483.6580,707.004,-5.327
484.3970,707.030,-5.345
485.1100,707.131,-5.363
485.8350,707.183,-5.384
486.5590,707.260,-5.404
487.2790,707.299,-5.352
488.0080,707.373,-5.355
488.7560,707.429,-5.397
489.4810,707.481,-5.408
490.1870,707.518,-5.425
490.8940,707.548,-5.410
491.6500,707.604,-5.403
492.3750,707.671,-5.456
493.0770,707.694,-5.442
493.7760,707.724,-5.451
494.5040,707.767,-5.451
495.2370,707.803,-5.446
496.0000,707.829,-5.440
496.7530,707.878,-5.470
497.4190,707.905,-5.469
498.1060,707.926,-5.492
498.8370,707.968,-5.480
499.5580,707.996,-5.462
500.3080,708.028,-5.524
501.0110,708.061,-5.512
501.7070,708.057,-5.516
502.4530,708.073,-5.540
503.2320,708.091,-5.552
503.9720,708.102,-5.582
504.6490,708.100,-5.555
505.3190,708.118,-5.603
505.9950,708.104,-5.618
506.7030,708.101,-5.605
507.4420,708.105,-5.593
508.1670,708.097,-5.612
508.8610,708.046,-5.601
509.5810,708.031,-5.573
510.3130,707.987,-5.606
511.0690,707.958,-5.611
511.8040,707.896,-5.592
512.5510,707.848,-5.651
513.2450,707.758,-5.640
513.9720,707.693,-5.668
514.7040,707.658,-5.673
515.4140,707.608,-5.691
516.1040,707.535,-5.701
516.7690,707.424,-5.649
517.4540,707.350,-5.689
518.1690,707.282,-5.726
518.9290,707.207,-5.725
519.6720,707.125,-5.724
520.3670,707.039,-5.701
521.1360,706.970,-5.722
521.8740,706.886,-5.664
522.5940,706.836,-5.713
523.2950,706.772,-5.719
523.9790,706.700,-5.777
524.6770,706.632,-5.753
525.3950,706.583,-5.734
526.1150,706.540,-5.804
526.7950,706.473,-5.803
527.5150,706.398,-5.803
528.2660,706.355,-5.798
529.0340,706.307,-5.815
529.7690,706.224,-5.796
530.4970,706.161,-5.815
531.2250,706.136,-5.847
531.9040,706.115,-5.859
532.6000,706.074,-5.819
533.2760,706.033,-5.830
533.9690,706.004,-5.808
534.6870,705.963,-5.831
535.4300,705.911,-5.881
536.1790,705.866,-5.896
536.9410,705.842,-5.857
537.6280,705.820,-5.899
538.3070,705.766,-5.909
539.0310,705.739,-5.957
539.7850,705.725,-5.933
540.5090,705.690,-5.971
541.2190,705.653,-5.952
541.9350,705.625,-5.932
542.6380,705.598,-5.950
543.3610,705.547,-5.908
544.0810,705.531,-6.005
544.8050,705.499,-5.938
545.5190,705.464,-5.929
546.2550,705.436,-5.983
546.9930,705.403,-5.984
547.7220,705.368,-5.996
548.4750,705.360,-6.020
549.1850,705.344,-6.024
549.8590,705.313,-6.025
550.5520,705.276,-6.034
551.2810,705.265,-6.042
552.0220,705.256,-6.022
552.7460,705.252,-6.059
553.4520,705.220,-6.053
554.1790,705.182,-6.021
554.9170,705.178,-6.068
555.6420,705.157,-6.086
556.3760,705.149,-6.084
557.1280,705.144,-6.124
557.8330,705.147,-6.119
558.5530,705.127,-6.105
559.2650,705.120,-6.118
559.9890,705.112,-6.122
560.7200,705.117,-6.152
561.4280,705.112,-6.119
562.1360,705.095,-6.148
562.8470,705.099,-6.178
563.5510,705.103,-6.182
564.2920,705.093,-6.170
565.0320,705.097,-6.168
565.7790,705.102,-6.160
566.5090,705.106,-6.189
567.2390,705.095,-6.190
567.9750,705.081,-6.213
568.7110,705.085,-6.241
569.4290,705.082,-6.205
570.1360,705.096,-6.236
570.8370,705.077,-6.227
571.5200,705.065,-6.225
572.2330,705.094,-6.259
572.9420,705.077,-6.256
573.6620,705.086,-6.266
574.4160,705.090,-6.280
575.1700,705.092,-6.282
575.8940,705.076,-6.279
576.6280,705.095,-6.291
577.3690,705.079,-6.308
578.1010,705.099,-6.332
578.8100,705.108,-6.329
579.5420,705.108,-6.341
580.2500,705.113,-6.360
580.9370,705.106,-6.358
581.6140,705.093,-6.351
582.3080,705.099,-6.343
583.0540,705.161,-6.414
583.7680,705.167,-6.382
584.5120,705.129,-6.385
585.2820,705.141,-6.383
586.0560,705.157,-6.371
586.7730,705.167,-6.374
587.4460,705.200,-6.384
588.1160,705.223,-6.414
588.7820,705.238,-6.417
589.4690,705.222,-6.392
590.1440,705.291,-6.432
590.8390,705.330,-6.402
591.5750,705.333,-6.438
592.3430,705.364,-6.442
593.0960,705.382,-6.460
593.8340,705.388,-6.429
594.5530,705.418,-6.447
595.2750,705.471,-6.476
595.9720,705.455,-6.473
596.6780,705.453,-6.504
597.3940,705.451,-6.523
598.1310,705.472,-6.565
598.8150,705.456,-6.502
599.5080,705.427,-6.579
600.2120,705.384,-6.561
600.9420,705.333,-6.533
601.6870,705.330,-6.539
602.4220,705.254,-6.563
603.1770,705.214,-6.577
603.8990,705.160,-6.562
604.6050,705.109,-6.611
605.3170,705.044,-6.581
606.0500,704.994,-6.585
606.7470,704.935,-6.604
607.4260,704.869,-6.607
608.1060,704.799,-6.636
608.8020,704.736,-6.606
609.5260,704.656,-6.618
610.2710,704.556,-6.653
611.0040,704.473,-6.632
611.7310,704.370,-6.635
612.4480,704.271,-6.618
613.1440,704.164,-6.651
613.8530,704.084,-6.661
614.5610,704.003,-6.674
615.2770,703.920,-6.674
615.9830,703.853,-6.731
616.6500,703.773,-6.704
66.3770,752.762,1.929
66.6560,752.760,1.889
66.9610,752.750,1.878
67.2810,752.734,1.870
67.8710,752.720,1.811
68.2320,752.724,1.782
68.5980,752.736,1.761
68.9520,752.757,1.746
69.3110,752.772,1.709
69.6290,752.788,1.681
69.9720,752.791,1.655
70.3240,752.795,1.639
70.6710,752.794,1.625
71.0390,752.808,1.599
71.4070,752.821,1.569
71.7850,752.839,1.539
72.1730,752.845,1.524
72.5680,752.870,1.491
72.9770,752.896,1.462
73.3750,752.935,1.434
73.7850,752.961,1.424
74.1920,752.989,1.400
74.5900,753.022,1.368
75.8320,753.050,1.387
76.2270,753.092,1.365
76.6300,753.135,1.336
76.9770,753.172,1.313
77.4040,753.222,1.282
77.8060,753.276,1.266
78.2030,753.321,1.241
78.6270,753.378,1.206
79.0510,753.426,1.170
79.5190,753.460,1.136
79.9280,753.508,1.115
80.3610,753.555,1.082
80.7600,753.599,1.059
81.2180,753.654,1.024
81.6100,753.686,1.005
82.0640,753.731,0.964
82.5400,753.778,0.928
82.9720,753.821,0.900
83.4030,753.859,0.869
83.8940,753.904,0.831
84.3560,753.941,0.789
84.8150,753.983,0.746
85.2250,754.016,0.731
85.6480,754.055,0.702
86.1320,754.103,0.659
86.5890,754.140,0.620
87.0190,754.176,0.584
87.4620,754.210,0.540
87.8740,754.247,0.512
88.3300,754.280,0.476
88.7330,754.307,0.458
89.1830,754.339,0.422
89.6020,754.360,0.385
90.0570,754.389,0.353
90.4600,754.414,0.313
90.8850,754.440,0.280
91.3130,754.457,0.248
91.7060,754.489,0.230
92.1550,754.518,0.178
92.5850,754.543,0.122
92.9730,754.556,0.093
93.3630,754.556,0.086
93.7750,754.569,0.059
94.1740,754.569,0.025
94.9100,754.572,-0.031
95.4490,754.557,-0.080
95.9870,754.530,-0.118
96.5180,754.500,-0.176
97.0610,754.457,-0.219
97.5840,754.425,-0.275
98.3340,754.297,-0.335
99.0880,754.168,-0.407
99.8520,754.077,-0.459
100.5060,753.982,-0.549
101.0800,753.882,-0.635
101.6260,753.816,-0.678
102.2550,753.683,-0.755
102.7950,753.518,-0.821
103.4900,753.378,-0.932
103.9910,753.272,-0.990
104.5580,753.460,-1.047
105.1350,753.378,-1.001
105.7320,753.278,-0.979
106.3250,753.133,-0.951
106.9130,753.157,-0.927
107.6360,753.141,-0.947
108.2920,753.001,-0.938
108.9650,752.747,-0.947
109.9510,752.667,-0.981
110.8030,752.629,-1.048
111.7160,752.544,-1.037
112.2390,752.554,-1.064
113.0020,752.555,-1.091
113.9450,752.471,-1.112
114.7560,752.450,-1.161
115.6560,752.427,-1.188
116.4330,752.378,-1.191
117.3390,752.332,-1.207
118.1390,752.319,-1.246
118.9850,752.293,-1.298
119.8820,752.301,-1.329
121.2290,752.322,-1.380
121.9950,752.330,-1.416
122.7100,752.321,-1.436
123.2170,752.339,-1.464
123.7280,752.337,-1.495
124.6010,752.329,-1.529
125.4280,752.337,-1.564
126.3320,752.344,-1.590
127.1890,752.354,-1.639
128.1330,752.313,-1.691
129.0210,752.336,-1.735
129.5670,752.298,-1.760
130.0670,752.289,-1.793
131.0240,752.267,-1.832
131.9450,752.238,-1.878
132.4540,752.235,-1.907
133.3830,752.175,-1.964
134.4350,752.144,-2.028
135.3840,752.070,-2.080
136.3180,752.054,-2.136
136.8390,752.019,-2.181
137.7790,751.972,-2.242
138.6360,751.920,-2.273
139.1850,751.901,-2.318
140.1580,751.825,-2.371
141.0370,751.738,-2.410
141.9750,751.717,-2.475
142.8430,751.656,-2.511
143.6730,751.597,-2.549
144.5500,751.518,-2.581
145.3640,751.442,-2.635
146.3580,751.456,-2.692
146.9640,751.523,-2.759
147.5280,751.677,-2.806
148.2100,751.913,-2.915
148.7920,752.002,-2.977
149.2930,751.585,-2.876
150.0990,751.453,-2.890
150.6140,751.416,-2.914
151.5200,751.334,-2.949
152.4260,751.279,-2.975
153.3290,751.228,-3.012
154.1360,751.151,-3.035
154.9690,751.062,-3.049
155.8060,751.027,-3.039
156.6360,750.957,-3.047
157.4600,750.956,-3.049
158.3040,750.865,-3.021
159.1750,750.852,-3.019
160.1690,750.785,-3.031
161.0970,750.750,-3.050
161.9910,750.722,-3.062
162.9380,750.730,-3.060
163.8850,750.774,-3.091
164.8080,750.816,-3.086
165.8190,750.791,-3.129
166.3840,750.676,-3.167
166.9720,750.544,-3.235
167.9170,750.807,-3.198
168.8390,750.968,-3.204
169.8640,750.970,-3.274
170.3920,750.904,-3.315
171.4880,750.754,-3.391
172.3320,751.268,-3.354
172.8390,751.441,-3.368
173.3390,751.616,-3.383
174.7740,751.719,-3.456
176.0680,751.317,-3.585
176.6710,751.065,-3.622
177.4270,751.053,-3.579
178.2180,750.824,-3.594
178.8850,751.222,-3.543
179.3880,751.215,-3.603
180.4870,751.302,-3.681
181.0560,751.700,-3.534
181.9360,752.102,-3.563
182.8360,751.760,-3.527
183.7170,751.737,-3.475
184.3490,751.612,-3.519
185.0110,751.881,-3.597
185.5220,752.355,-3.596
186.4420,752.120,-3.425
187.0090,752.150,-3.427
187.5680,752.130,-3.498
188.0900,752.118,-3.613
189.3120,752.334,-3.741
189.9080,752.227,-3.777
190.8400,752.452,-3.716
191.3400,752.314,-3.623
191.9500,752.430,-3.636
192.4990,752.648,-3.654
193.1840,752.647,-3.617
193.7370,752.688,-3.582
194.2890,752.611,-3.489
194.8930,752.515,-3.433
195.4180,752.317,-3.390
195.9440,752.325,-3.235
196.8250,752.447,-3.179
197.3630,752.536,-3.129
198.2490,752.618,-3.111
199.1070,752.679,-3.094
200.1600,752.614,-2.956
200.7220,752.572,-2.902
201.2420,752.559,-2.870
202.1000,752.520,-2.759
202.6680,752.522,-2.708
203.2360,752.525,-2.672
203.8750,752.489,-2.643
204.4670,752.505,-2.623
205.1080,752.523,-2.584
205.7570,752.530,-2.542
206.4070,752.522,-2.495
207.0790,752.478,-2.473
207.8320,752.494,-2.463
208.5450,752.484,-2.444
209.2420,752.476,-2.412
209.9910,752.477,-2.392
210.6790,752.456,-2.375
211.3700,752.452,-2.367
212.0800,752.445,-2.343
212.7310,752.489,-2.339
213.9400,752.475,-2.330
214.5640,752.483,-2.309
215.2070,752.488,-2.308
215.8520,752.490,-2.314
216.4700,752.493,-2.307
217.0770,752.478,-2.303
217.6640,752.472,-2.301
218.2680,752.479,-2.284
218.8780,752.490,-2.279
219.4570,752.488,-2.269
220.0200,752.448,-2.285
220.6380,752.477,-2.284
221.2540,752.471,-2.282
221.8640,752.454,-2.306
222.6460,752.466,-2.307
223.2580,752.477,-2.326
223.8320,752.479,-2.318
224.4170,752.485,-2.308
225.0000,752.489,-2.312
225.5660,752.483,-2.321
226.1630,752.486,-2.323
226.7190,752.491,-2.352
227.3300,752.531,-2.353
227.9730,752.537,-2.361
228.4910,752.477,-2.380
229.1960,752.553,-2.405
229.8020,752.567,-2.415
230.3830,752.585,-2.448
230.9440,752.592,-2.452
231.5050,752.595,-2.469
232.0600,752.598,-2.475
232.6150,752.587,-2.490
233.2210,752.596,-2.501
233.8200,752.593,-2.512
234.4050,752.627,-2.540
235.0040,752.617,-2.548
235.5790,752.639,-2.562
236.1750,752.629,-2.562
236.7680,752.647,-2.579
237.3590,752.640,-2.598
237.9560,752.661,-2.622
238.5080,752.670,-2.656
239.0710,752.675,-2.692
239.6140,752.658,-2.708
240.2030,752.703,-2.709
240.8180,752.711,-2.737
241.3630,752.702,-2.732
241.9290,752.711,-2.756
242.5010,752.689,-2.765
243.0910,752.716,-2.801
243.6820,752.711,-2.814
244.2610,752.738,-2.831
244.7930,752.735,-2.842
245.3440,752.734,-2.861
245.9340,752.751,-2.885
246.5050,752.749,-2.897
247.0850,752.742,-2.917
247.6690,752.768,-2.935
248.2450,752.768,-2.960
248.8030,752.772,-2.972
249.3710,752.767,-2.997
249.9460,752.769,-3.010
250.5290,752.776,-3.044
251.1020,752.767,-3.059
251.6780,752.768,-3.073
252.2670,752.771,-3.090
252.8550,752.777,-3.109
253.3960,752.786,-3.142
253.9400,752.782,-3.155
254.5160,752.786,-3.183
255.1110,752.815,-3.212
255.6810,752.790,-3.234
256.2660,752.787,-3.246
256.8490,752.787,-3.241
257.4200,752.794,-3.265
258.0160,752.809,-3.303
258.5740,752.785,-3.315
259.1380,752.794,-3.338
259.6810,752.763,-3.357
260.2590,752.786,-3.383
260.8170,752.781,-3.400
261.3800,752.766,-3.416
261.9600,752.771,-3.432
262.5500,752.774,-3.435
263.1360,752.768,-3.462
263.7330,752.752,-3.480
264.3220,752.751,-3.493
264.8580,752.750,-3.528
265.4100,752.749,-3.541
265.9610,752.724,-3.560
266.5340,752.746,-3.588
267.1120,752.742,-3.608
267.6570,752.759,-3.629
268.2210,752.758,-3.650
268.7840,752.735,-3.672
269.3770,752.737,-3.668
269.9490,752.746,-3.686
270.5350,752.722,-3.722
271.1250,752.726,-3.727
271.6810,752.745,-3.757
272.2260,752.725,-3.781
272.7790,752.732,-3.800
273.3280,752.751,-3.809
273.8780,752.755,-3.818
274.4150,752.753,-3.840
275.0130,752.752,-3.866
275.6150,752.750,-3.896
276.2230,752.767,-3.914
276.7880,752.764,-3.913
277.3300,752.761,-3.928
277.8660,752.751,-3.943
278.4340,752.752,-3.955
278.9910,752.789,-3.986
279.5480,752.781,-3.994
280.0780,752.805,-4.009
280.6460,752.820,-4.010
281.2950,752.817,-4.049
281.8970,752.815,-4.068
282.4640,752.801,-4.102
283.0340,752.804,-4.085
283.5900,752.823,-4.105
284.1390,752.836,-4.103
284.6890,752.865,-4.140
285.2420,752.886,-4.146
285.7930,752.893,-4.170
286.3160,752.898,-4.178
286.8540,752.890,-4.194
287.4010,752.884,-4.202
288.0670,752.891,-4.216
288.7030,752.898,-4.230
289.2620,752.927,-4.257
289.8260,752.913,-4.260
290.3900,752.907,-4.288
290.9470,752.906,-4.289
291.5150,752.917,-4.307
292.0680,752.938,-4.344
292.6040,752.930,-4.342
293.1390,752.930,-4.349
293.6630,752.975,-4.353
294.2090,752.981,-4.379
294.8640,752.959,-4.376
295.5150,752.965,-4.391
296.1110,752.944,-4.409
296.6550,752.954,-4.410
297.1790,752.961,-4.419
297.7200,752.963,-4.424
298.2830,752.982,-4.454
298.8150,752.984,-4.462
299.3580,752.994,-4.477
299.9410,752.982,-4.465
300.5750,752.989,-4.484
301.1740,752.992,-4.496
301.7540,752.971,-4.516
302.3170,752.958,-4.529
302.8870,752.980,-4.530
303.4540,752.988,-4.545
303.9980,753.001,-4.567
304.5160,752.980,-4.569
305.0440,752.962,-4.570
305.5930,752.969,-4.573
306.1610,752.955,-4.564
306.8020,752.961,-4.585
307.4110,752.967,-4.612
307.9790,752.949,-4.612
308.5400,752.942,-4.616
309.0900,752.947,-4.613
309.6560,752.939,-4.620
310.2210,752.938,-4.630
310.7620,752.942,-4.624
311.3260,752.955,-4.641
311.8960,752.943,-4.640
312.4660,752.955,-4.651
313.0430,752.963,-4.665
313.6320,752.954,-4.678
314.2300,752.934,-4.672
314.8010,752.920,-4.673
315.3630,752.906,-4.683
315.9520,752.932,-4.676
316.5310,752.950,-4.697
317.1030,752.919,-4.697
317.6850,752.907,-4.708
318.2650,752.888,-4.687
318.8300,752.874,-4.695
319.3960,752.886,-4.681
319.9620,752.906,-4.696
320.5230,752.889,-4.690
321.0880,752.869,-4.688
321.6860,752.882,-4.703
322.2620,752.878,-4.711
322.8560,752.858,-4.705
323.4140,752.853,-4.691
323.9730,752.836,-4.700
324.5510,752.832,-4.708
325.1120,752.844,-4.698
325.6640,752.841,-4.716
326.2420,752.815,-4.699
326.8220,752.781,-4.703
327.4340,752.760,-4.704
328.0420,752.750,-4.712
328.5950,752.720,-4.685
329.1450,752.695,-4.704
329.7150,752.668,-4.700
330.3080,752.654,-4.701
330.8680,752.656,-4.712
331.3900,752.611,-4.711
331.9570,752.589,-4.703
332.5160,752.576,-4.696
333.1010,752.564,-4.696
333.6830,752.533,-4.703
334.2740,752.491,-4.702
334.8640,752.464,-4.695
335.4320,752.402,-4.708
336.0150,752.340,-4.708
336.6000,752.316,-4.720
337.1410,752.252,-4.714
337.6840,752.184,-4.723
338.2250,752.109,-4.734
338.8170,752.017,-4.729
339.3980,751.914,-4.715
339.9970,751.825,-4.708
340.5710,751.764,-4.706
341.1250,751.672,-4.709
341.6860,751.563,-4.697
342.2700,751.479,-4.704
342.8560,751.431,-4.719
343.4350,751.378,-4.710
344.0050,751.312,-4.714
344.5560,751.237,-4.693
345.0970,751.184,-4.696
345.6500,751.132,-4.709
346.2390,751.083,-4.699
346.8360,751.058,-4.701
347.4060,751.010,-4.706
347.9900,750.958,-4.688
348.6040,750.951,-4.693
349.1620,750.929,-4.706
349.6980,750.916,-4.690
350.2330,750.902,-4.679
350.7790,750.881,-4.686
351.3570,750.877,-4.687
351.9530,750.914,-4.690
352.5540,750.933,-4.693
353.1270,750.934,-4.699
353.7020,750.964,-4.699
354.2940,750.987,-4.698
354.8640,751.021,-4.705
355.4290,751.073,-4.703
356.0010,751.128,-4.695
356.5720,751.188,-4.686
357.1340,751.235,-4.686
357.7190,751.279,-4.695
358.3120,751.323,-4.687
358.9070,751.364,-4.685
359.4790,751.413,-4.689
360.0470,751.466,-4.684
360.6100,751.515,-4.683
361.1860,751.571,-4.689
361.7500,751.626,-4.673
362.3310,751.702,-4.665
362.9300,751.774,-4.688
363.5180,751.824,-4.672
364.1040,751.894,-4.671
364.6760,751.966,-4.663
365.2290,752.046,-4.646
365.8090,752.131,-4.662
366.3880,752.209,-4.673
366.9230,752.286,-4.655
367.4670,752.336,-4.657
368.0160,752.391,-4.658
368.5800,752.458,-4.664
369.1610,752.538,-4.660
369.7600,752.596,-4.657
370.3560,752.630,-4.670
370.9620,752.652,-4.655
371.5670,752.701,-4.653
372.1420,752.748,-4.677
372.6810,752.766,-4.660
373.2390,752.773,-4.653
373.8060,752.807,-4.661
374.3970,752.833,-4.660
374.9690,752.850,-4.644
375.5620,752.842,-4.656
376.1560,752.826,-4.652
376.7360,752.836,-4.656
377.3160,752.817,-4.664
377.8850,752.798,-4.666
378.4780,752.785,-4.646
379.0720,752.766,-4.653
379.6470,752.767,-4.657
380.1850,752.715,-4.667
380.7280,752.654,-4.640
381.3380,752.639,-4.662
381.9350,752.597,-4.665
382.4960,752.536,-4.652
383.0520,752.501,-4.637
383.6340,752.430,-4.642
384.2040,752.396,-4.661
384.7900,752.360,-4.653
385.3890,752.326,-4.651
385.9550,752.295,-4.659
386.5070,752.243,-4.668
387.0700,752.211,-4.673
387.6500,752.187,-4.648
388.2470,752.173,-4.665
388.8340,752.160,-4.652
389.4050,752.122,-4.666
389.9610,752.075,-4.661
390.5560,752.049,-4.658
391.1520,752.030,-4.666
391.7260,752.027,-4.685
392.2640,752.005,-4.659
392.8160,751.980,-4.665
393.3970,751.951,-4.660
394.0190,751.947,-4.669
394.6230,751.932,-4.661
395.1920,751.902,-4.662
395.7800,751.886,-4.669
396.3670,751.883,-4.694
396.9390,751.859,-4.680
397.5310,751.851,-4.684
398.1190,751.844,-4.690
398.6660,751.811,-4.672
399.1960,751.804,-4.697
399.7660,751.764,-4.682
400.3690,751.767,-4.700
400.9490,751.758,-4.676
401.5130,751.770,-4.690
402.0690,751.761,-4.695
402.6660,751.740,-4.697
403.2910,751.739,-4.713
403.8710,751.739,-4.701
404.4640,751.726,-4.707
405.0400,751.732,-4.723
405.6040,751.728,-4.712
406.1750,751.723,-4.723
406.7380,751.753,-4.721
407.3050,751.747,-4.726
407.8680,751.731,-4.719
408.4470,751.734,-4.728
409.0360,751.729,-4.727
409.6420,751.736,-4.740
