x,y,z
408.18,527.29,-5.59
410.33,527.35,-5.64
412.60,527.29,-5.67
414.82,527.30,-5.67
417.09,527.31,-5.70
419.26,527.22,-5.77
421.49,527.28,-5.83
423.65,527.27,-5.90
425.92,527.31,-5.95
428.21,527.47,-6.03
430.43,527.53,-6.07
432.71,527.60,-6.13
434.88,527.75,-6.12
437.11,527.79,-6.13
439.36,527.86,-6.09
441.58,527.94,-6.13
443.76,527.98,-6.16
445.99,528.04,-6.19
448.09,528.14,-6.22
450.32,528.19,-6.25
452.48,528.24,-6.29
454.69,528.31,-6.28
456.91,528.35,-6.30
459.07,528.42,-6.37
461.33,528.53,-6.39
463.48,528.65,-6.43
465.75,528.74,-6.45
467.95,528.79,-6.52
470.19,528.85,-6.55
472.48,528.88,-6.57
474.71,528.90,-6.61
477.03,528.88,-6.63
479.19,528.88,-6.67
481.45,528.97,-6.68
483.53,528.95,-6.77
485.80,528.92,-6.77
487.98,528.87,-6.83
490.25,528.68,-6.81
492.48,528.58,-6.86
494.58,528.51,-6.88
496.77,528.44,-6.89
498.74,528.39,-6.95
500.84,528.18,-6.97
502.96,528.00,-7.07
505.07,527.83,-7.10
507.28,527.47,-7.17
509.45,527.37,-7.21
511.59,527.14,-7.29
513.72,526.76,-7.37
515.83,526.60,-7.45
518.06,526.35,-7.49
520.24,526.23,-7.54
522.50,526.34,-7.56
524.70,526.40,-7.60
526.90,526.53,-7.63
529.04,526.70,-7.69
531.24,526.91,-7.71
533.35,527.10,-7.72
535.51,527.25,-7.72
537.72,527.38,-7.73
539.92,527.38,-7.73
542.11,527.47,-7.78
544.22,527.47,-7.82
546.33,527.38,-7.85
548.42,527.35,-7.86
550.55,527.20,-7.87
552.71,527.17,-7.93
554.85,527.32,-7.94
556.98,527.42,-7.97
559.12,527.59,-7.95
561.20,527.63,-7.96
563.36,527.68,-7.98
565.58,527.75,-7.98
567.76,527.79,-7.99
569.98,527.79,-8.00
572.07,527.74,-8.04
574.17,527.70,-8.05
576.21,527.73,-8.08
578.36,527.73,-8.07
580.54,527.83,-8.08
582.75,527.87,-8.07
584.97,527.90,-8.05
587.15,527.74,-8.04
589.32,527.80,-8.02
591.51,527.78,-7.97
593.58,527.80,-7.96
595.64,528.01,-7.93
597.72,527.89,-7.90
599.76,527.81,-7.84
601.90,527.66,-7.78
604.09,527.33,-7.74
606.21,527.16,-7.67
608.40,526.94,-7.59
610.50,526.73,-7.55
612.57,526.58,-7.52
614.69,526.48,-7.50
616.78,526.28,-7.44
618.88,526.20,-7.40
621.00,526.03,-7.37
623.05,525.85,-7.36
625.17,525.72,-7.35
627.19,525.54,-7.36
629.30,525.30,-7.36
82.08,571.57,2.56
82.49,567.93,2.50
82.88,573.62,2.48
83.26,574.28,2.45
85.24,563.40,2.27
87.43,561.73,2.11
89.72,560.80,2.01
92.34,560.31,1.87
94.91,560.48,1.81
96.78,560.99,1.77
98.59,561.73,1.66
100.88,562.51,1.30
103.06,563.39,1.04
105.14,564.16,0.93
107.27,564.99,0.91
109.45,565.62,0.85
111.50,566.11,0.76
113.32,566.66,0.63
115.23,567.28,0.43
117.20,567.86,0.24
119.44,568.47,-0.03
122.26,569.36,-0.30
125.07,570.04,-0.54
127.58,570.69,-0.69
129.46,571.04,-0.81
131.06,571.52,-0.92
132.97,572.01,-1.01
135.28,572.73,-1.08
137.42,573.37,-1.09
139.48,574.00,-1.06
141.50,574.22,-1.01
143.83,574.76,-0.99
146.37,575.17,-1.04
148.76,575.51,-1.09
151.08,575.76,-1.10
153.28,576.16,-1.08
155.43,576.67,-1.13
157.75,576.94,-1.17
160.15,577.19,-1.22
162.48,577.48,-1.21
164.81,577.72,-1.23
167.19,577.91,-1.29
169.47,578.17,-1.38
171.68,578.39,-1.42
173.78,578.59,-1.47
175.80,578.66,-1.52
177.79,578.69,-1.63
179.85,579.00,-1.65
181.93,579.02,-1.67
183.97,579.02,-1.68
186.04,579.17,-1.73
188.09,578.94,-1.76
190.21,578.93,-1.79
192.25,578.74,-1.82
194.35,578.29,-1.87
196.39,578.19,-1.94
198.50,577.83,-1.97
200.58,577.50,-1.98
202.71,577.35,-1.97
204.69,577.17,-1.99
206.88,576.99,-2.02
208.89,576.97,-2.06
211.01,576.83,-2.09
212.99,576.73,-2.11
215.09,576.59,-2.08
217.09,576.44,-2.05
219.30,576.28,-1.99
221.54,576.14,-1.91
223.77,575.91,-1.81
225.94,575.67,-1.77
228.20,575.42,-1.75
230.41,575.22,-1.79
232.72,575.01,-1.85
235.00,574.70,-1.95
237.28,574.38,-2.05
239.42,573.96,-2.15
241.69,573.55,-2.24
243.97,573.33,-2.34
246.39,573.16,-2.41
248.72,573.09,-2.48
251.01,573.24,-2.54
253.25,573.37,-2.60
255.50,573.44,-2.65
257.71,573.52,-2.71
260.07,573.40,-2.77
262.33,573.23,-2.84
264.71,573.04,-2.92
267.01,572.79,-3.01
269.39,572.72,-3.11
271.68,572.63,-3.22
274.02,572.59,-3.31
276.27,572.49,-3.41
278.57,572.46,-3.48
280.83,572.36,-3.56
283.09,572.33,-3.62
285.38,572.40,-3.69
287.58,572.49,-3.75
289.83,572.66,-3.81
292.06,572.86,-3.87
294.35,572.97,-3.91
296.59,573.22,-3.96
298.87,573.38,-4.00
301.17,573.55,-4.06
303.50,573.71,-4.11
305.93,573.77,-4.16
308.34,573.86,-4.20
310.77,573.87,-4.24
313.15,573.84,-4.27
315.54,573.80,-4.30
317.84,573.77,-4.33
320.17,573.74,-4.36
322.49,573.71,-4.40
324.90,573.84,-4.42
327.27,573.96,-4.44
329.64,574.22,-4.45
332.04,574.42,-4.48
334.25,574.57,-4.51
336.65,574.70,-4.55
338.94,574.73,-4.56
341.28,574.78,-4.56
343.59,574.97,-4.55
345.93,575.04,-4.58
348.27,575.10,-4.58
350.61,575.19,-4.58
352.97,575.07,-4.57
355.32,575.09,-4.58
357.68,574.98,-4.57
360.12,574.77,-4.57
362.46,574.75,-4.57
364.84,574.51,-4.56
367.08,574.39,-4.57
369.35,574.42,-4.57
371.57,574.32,-4.59
373.79,574.35,-4.61
376.14,574.35,-4.61
378.54,574.28,-4.61
380.99,574.26,-4.60
383.37,574.23,-4.63
385.74,574.36,-4.67
388.03,574.39,-4.71
390.33,574.50,-4.71
392.69,574.57,-4.69
395.01,574.51,-4.73
397.37,574.63,-4.81
399.75,574.61,-4.87
402.09,574.65,-4.88
404.46,574.80,-4.88
406.85,574.82,-4.96
409.21,574.96,-5.07
411.66,575.08,-5.17
414.07,575.13,-5.22
416.42,575.25,-5.24
418.80,575.26,-5.25
421.09,575.31,-5.18
423.42,575.38,-5.07
425.75,575.38,-4.91
428.07,575.39,-4.84
430.37,575.45,-4.79
432.67,575.52,-4.81
434.92,575.57,-4.94
437.21,575.80,-5.03
439.57,575.86,-5.10
441.90,575.98,-5.08
444.29,576.23,-5.12
446.66,576.27,-5.21
449.05,576.31,-5.40
451.40,576.42,-5.51
453.77,576.43,-5.51
456.09,576.40,-5.37
458.43,576.43,-5.29
460.79,576.44,-5.28
463.18,576.39,-5.31
465.61,576.49,-5.32
467.97,576.52,-5.38
470.32,576.53,-5.41
472.49,576.65,-5.45
474.73,576.69,-5.47
477.02,576.70,-5.49
479.37,576.76,-5.52
481.81,576.69,-5.53
484.18,576.66,-5.61
486.48,576.67,-5.63
488.75,576.49,-5.65
490.98,576.51,-5.62
493.21,576.38,-5.64
495.48,576.22,-5.67
497.76,576.16,-5.68
499.93,576.06,-5.69
502.30,575.90,-5.69
504.50,575.86,-5.72
506.91,575.76,-5.75
509.26,575.58,-5.81
511.63,575.50,-5.86
514.00,575.37,-5.90
516.25,575.22,-5.94
518.45,575.03,-5.98
520.71,574.95,-6.00
522.94,574.67,-6.01
525.29,574.39,-6.03
527.60,574.17,-6.07
529.69,573.84,-6.09
531.76,573.57,-6.13
533.94,573.38,-6.15
536.05,573.06,-6.18
538.37,572.79,-6.19
540.66,572.63,-6.21
542.80,572.24,-6.21
545.07,572.00,-6.24
547.21,571.77,-6.27
549.40,571.47,-6.30
551.67,571.43,-6.32
554.01,571.23,-6.33
556.41,571.08,-6.35
558.65,571.07,-6.37
560.95,570.95,-6.38
563.12,570.85,-6.40
565.51,570.70,-6.41
567.85,570.42,-6.43
570.21,570.14,-6.45
572.48,569.96,-6.47
574.66,569.69,-6.49
576.93,569.53,-6.50
579.20,569.40,-6.53
581.55,569.22,-6.55
583.91,569.16,-6.56
586.27,569.13,-6.58
588.58,569.08,-6.59
590.80,569.01,-6.62
593.04,569.02,-6.64
595.35,568.93,-6.66
597.70,568.78,-6.67
600.04,568.71,-6.68
602.32,568.65,-6.71
604.51,568.58,-6.73
606.71,568.60,-6.74
609.00,568.63,-6.75
611.41,568.67,-6.75
613.78,568.93,-6.78
616.26,569.16,-6.80
618.61,569.31,-6.82
620.96,569.69,-6.83
623.26,569.97,-6.85
625.51,570.20,-6.86
627.78,570.51,-6.88
630.02,570.60,-6.89
632.25,570.68,-6.92
634.52,570.82,-6.93
636.73,570.82,-6.95
638.97,570.71,-6.94
641.20,570.61,-6.96
643.40,570.40,-6.99
645.60,570.26,-7.01
647.82,570.16,-7.02
650.12,570.03,-7.02
652.38,569.94,-7.05
654.74,569.90,-7.07
656.95,569.79,-7.09
659.20,569.72,-7.11
661.34,569.79,-7.13
663.47,569.71,-7.14
665.69,569.77,-7.16
667.89,569.78,-7.18
670.10,569.61,-7.20
672.34,569.57,-7.22
674.54,569.39,-7.22
676.83,569.18,-7.23
679.16,568.97,-7.23
681.45,568.75,-7.24
683.77,568.58,-7.26
685.88,568.37,-7.28
688.00,568.22,-7.29
690.15,568.10,-7.32
692.22,567.98,-7.36
694.67,567.99,-7.38
696.95,567.94,-7.41
699.46,567.93,-7.41
701.83,567.98,-7.44
704.04,567.97,-7.45
706.33,568.15,-7.46
708.45,568.42,-7.47
710.73,568.64,-7.48
713.03,568.73,-7.49
715.41,569.01,-7.50
717.79,569.11,-7.51
720.08,569.26,-7.52
722.35,569.40,-7.53
724.58,569.52,-7.57
726.83,569.66,-7.60
729.13,569.69,-7.62
731.35,569.81,-7.62
733.53,569.74,-7.63
735.69,569.78,-7.65
737.81,569.70,-7.66
740.08,569.57,-7.67
742.34,569.48,-7.67
744.72,569.29,-7.69
746.89,569.09,-7.70
78.85,619.41,1.66
79.26,618.28,1.66
79.59,617.55,1.65
80.28,616.44,1.62
81.41,614.96,1.56
82.74,613.63,1.43
84.43,612.39,1.27
86.78,611.34,1.10
89.26,610.86,1.04
91.31,610.96,1.04
92.94,611.39,1.07
94.46,611.88,1.05
96.40,612.51,0.93
98.40,613.07,0.71
100.29,613.54,0.43
102.16,614.09,0.17
104.08,614.83,-0.03
106.23,615.51,-0.19
107.81,615.94,-0.30
108.39,616.11,-0.38
109.66,616.40,-0.50
111.21,616.80,-0.75
113.31,617.31,-1.05
115.14,617.66,-1.24
116.70,617.98,-1.40
118.50,618.67,-1.49
119.79,619.30,-1.60
121.31,619.94,-1.67
122.39,620.58,-1.69
123.52,621.16,-1.76
124.95,621.62,-1.78
126.11,622.10,-1.85
127.29,622.69,-1.92
128.36,622.91,-1.96
129.26,623.36,-1.98
130.08,623.85,-2.01
131.06,624.05,-2.00
132.14,624.50,-2.05
133.39,624.89,-2.06
134.96,625.12,-2.12
136.65,625.36,-2.16
138.58,625.44,-2.19
140.58,625.42,-2.21
142.70,625.33,-2.18
144.89,625.13,-2.08
147.22,625.08,-1.95
149.73,625.15,-1.84
152.29,625.27,-1.81
154.66,625.35,-1.84
156.89,625.26,-1.87
159.04,625.29,-1.86
160.99,625.30,-1.82
163.21,625.26,-1.80
165.37,625.26,-1.78
167.58,625.04,-1.81
169.78,624.74,-1.86
172.05,624.35,-1.96
174.29,624.00,-2.11
176.21,623.71,-2.21
178.06,623.43,-2.30
179.90,623.28,-2.34
181.58,623.16,-2.38
183.52,623.08,-2.41
185.49,623.10,-2.41
187.39,623.14,-2.39
189.16,623.11,-2.40
190.92,623.04,-2.41
192.59,623.13,-2.44
194.22,623.12,-2.46
196.00,623.20,-2.48
197.80,623.19,-2.50
199.73,622.94,-2.52
201.77,622.69,-2.52
203.74,622.32,-2.49
205.69,622.00,-2.49
207.79,621.78,-2.51
209.74,621.55,-2.56
211.96,621.36,-2.57
214.06,621.20,-2.56
216.20,621.06,-2.53
218.40,620.96,-2.50
220.58,620.80,-2.46
222.75,620.64,-2.44
224.95,620.52,-2.43
227.16,620.29,-2.40
229.38,620.16,-2.38
231.72,620.02,-2.36
233.97,619.87,-2.35
236.20,619.74,-2.30
238.34,619.53,-2.26
240.47,619.35,-2.20
242.63,619.15,-2.14
244.78,618.99,-2.13
247.11,618.88,-2.15
249.31,618.79,-2.21
251.48,618.68,-2.29
253.45,618.63,-2.40
255.33,618.57,-2.52
257.35,618.52,-2.62
259.49,618.46,-2.75
261.89,618.38,-2.86
264.33,618.22,-2.97
266.72,618.17,-3.07
269.02,618.13,-3.16
271.32,618.09,-3.26
273.52,618.21,-3.34
275.85,618.20,-3.42
278.04,618.33,-3.49
280.26,618.43,-3.56
282.44,618.51,-3.63
284.52,618.64,-3.73
286.71,618.75,-3.80
288.86,618.81,-3.88
291.05,618.91,-3.93
293.29,619.01,-4.01
295.52,619.06,-4.06
297.78,619.09,-4.13
300.03,619.18,-4.19
302.27,619.19,-4.25
304.49,619.17,-4.29
306.72,619.30,-4.34
309.06,619.34,-4.41
311.44,619.44,-4.48
313.87,619.62,-4.52
316.28,619.68,-4.52
318.59,619.72,-4.54
320.77,619.85,-4.57
322.92,619.91,-4.61
325.03,619.94,-4.64
327.19,620.01,-4.66
329.45,620.01,-4.67
331.69,619.91,-4.69
333.87,619.95,-4.71
335.98,619.94,-4.73
338.00,619.83,-4.75
340.11,619.84,-4.75
342.26,619.73,-4.76
344.59,619.52,-4.77
347.00,619.31,-4.78
349.49,619.07,-4.77
351.89,618.84,-4.77
354.09,618.67,-4.76
356.25,618.42,-4.75
358.34,618.26,-4.76
360.55,618.01,-4.74
362.76,617.77,-4.75
365.01,617.57,-4.72
367.14,617.33,-4.71
369.34,617.10,-4.72
371.57,616.97,-4.73
373.87,616.81,-4.73
376.14,616.73,-4.73
378.50,616.61,-4.71
380.66,616.51,-4.69
382.99,616.46,-4.68
385.23,616.34,-4.68
387.43,616.25,-4.70
389.72,616.12,-4.71
391.85,615.90,-4.72
394.06,615.71,-4.73
396.26,615.54,-4.74
398.55,615.31,-4.73
400.86,615.15,-4.71
403.12,614.98,-4.71
405.29,614.85,-4.73
407.44,614.67,-4.75
409.57,614.52,-4.77
411.76,614.50,-4.78
414.00,614.46,-4.78
416.29,614.52,-4.80
418.62,614.53,-4.82
421.01,614.43,-4.87
423.34,614.37,-4.94
425.71,614.35,-5.01
428.01,614.26,-5.02
430.30,614.24,-4.99
432.57,614.22,-4.93
434.73,614.20,-4.90
436.92,614.27,-4.90
439.04,614.29,-4.91
441.21,614.33,-4.94
443.45,614.39,-4.99
445.74,614.48,-5.03
448.10,614.51,-5.03
450.47,614.57,-5.07
452.70,614.66,-5.13
454.85,614.80,-5.17
456.96,614.91,-5.15
459.15,615.01,-5.13
461.46,615.13,-5.13
463.94,615.17,-5.12
466.26,615.22,-5.17
468.64,615.34,-5.20
470.87,615.40,-5.22
472.98,615.55,-5.23
475.21,615.72,-5.24
477.29,615.80,-5.27
479.52,615.93,-5.30
481.75,616.02,-5.33
484.06,616.11,-5.36
486.47,616.23,-5.38
488.87,616.29,-5.40
491.10,616.43,-5.42
493.35,616.62,-5.48
495.56,616.82,-5.53
497.74,617.05,-5.58
500.14,617.23,-5.63
502.52,617.35,-5.71
504.83,617.52,-5.83
507.15,617.64,-5.94
509.44,617.70,-5.93
511.63,617.87,-5.86
513.82,617.89,-5.76
515.93,617.99,-5.73
518.10,618.03,-5.71
520.33,618.07,-5.73
522.69,618.07,-5.75
525.05,618.08,-5.78
527.47,618.22,-5.80
529.73,618.15,-5.83
532.14,618.17,-5.86
534.49,618.19,-5.89
536.82,618.12,-5.91
539.22,618.19,-5.92
541.49,618.24,-5.94
543.77,618.25,-5.97
545.98,618.35,-6.00
548.18,618.32,-6.02
550.45,618.40,-6.03
552.78,618.48,-6.05
555.12,618.54,-6.06
557.54,618.70,-6.08
559.82,618.69,-6.10
562.16,618.82,-6.13
564.49,618.89,-6.15
566.78,618.93,-6.17
569.13,619.00,-6.21
571.37,619.03,-6.23
573.60,619.07,-6.26
575.83,619.08,-6.27
578.08,619.02,-6.29
580.36,619.11,-6.30
582.66,619.11,-6.32
584.91,619.14,-6.35
587.21,619.21,-6.37
589.47,619.26,-6.40
591.74,619.32,-6.41
593.89,619.42,-6.44
596.10,619.58,-6.47
598.21,619.64,-6.49
600.51,619.76,-6.52
602.81,619.91,-6.55
605.17,620.08,-6.57
607.45,620.34,-6.58
609.72,620.52,-6.60
611.94,620.72,-6.61
614.13,620.97,-6.63
616.33,621.11,-6.65
618.60,621.38,-6.67
620.85,621.58,-6.71
623.11,621.82,-6.73
625.47,622.02,-6.77
627.78,622.09,-6.78
630.04,622.24,-6.80
632.28,622.23,-6.80
634.42,622.31,-6.81
636.53,622.32,-6.83
638.83,622.34,-6.85
641.07,622.33,-6.88
643.34,622.20,-6.89
645.55,622.10,-6.91
647.68,621.94,-6.92
649.81,621.68,-6.94
651.87,621.43,-6.96
654.01,621.22,-6.98
656.07,620.83,-7.02
658.19,620.51,-7.05
660.34,620.26,-7.06
662.48,619.83,-7.06
664.65,619.39,-7.08
666.80,619.00,-7.09
668.84,618.60,-7.11
670.90,618.21,-7.12
672.86,617.88,-7.15
674.99,617.48,-7.17
677.07,617.06,-7.20
679.20,616.63,-7.22
681.29,616.16,-7.23
683.34,615.69,-7.24
685.43,615.23,-7.25
687.56,614.80,-7.26
689.77,614.38,-7.27
691.98,614.08,-7.28
694.20,613.91,-7.31
696.45,613.80,-7.32
698.70,613.81,-7.35
700.92,614.01,-7.37
703.15,614.13,-7.40
705.30,614.38,-7.41
707.36,614.64,-7.42
709.55,614.97,-7.44
711.72,615.32,-7.46
713.93,615.62,-7.47
716.21,615.88,-7.48
78.59,657.02,1.26
80.05,657.14,1.16
81.09,657.33,1.09
81.74,657.51,1.08
82.46,657.77,1.04
83.97,658.38,0.94
85.88,659.57,0.83
87.59,660.74,0.77
89.27,661.76,0.66
91.29,662.62,0.46
93.41,663.55,0.23
95.48,664.44,0.06
97.58,665.36,-0.09
99.69,666.26,-0.23
101.79,667.03,-0.39
104.03,667.56,-0.56
106.06,668.09,-0.74
108.06,668.54,-0.96
110.50,669.01,-1.15
113.01,669.47,-1.34
115.62,670.05,-1.48
118.34,670.62,-1.66
120.92,671.12,-1.81
123.13,671.61,-1.91
125.02,671.99,-1.99
127.01,672.34,-2.09
128.69,672.69,-2.18
130.39,672.80,-2.26
132.24,672.89,-2.31
134.06,672.94,-2.36
136.07,672.86,-2.39
138.03,672.62,-2.41
140.08,672.38,-2.44
142.12,672.04,-2.55
144.10,671.67,-2.67
146.13,671.37,-2.82
148.12,671.12,-2.89
150.25,670.89,-2.98
152.39,670.61,-3.02
154.62,670.35,-3.05
156.92,670.08,-3.07
159.20,669.91,-3.10
161.48,669.63,-3.16
163.81,669.52,-3.21
166.00,669.35,-3.28
168.39,669.24,-3.31
170.73,669.20,-3.36
173.19,669.16,-3.40
175.67,669.27,-3.46
178.10,669.29,-3.50
180.51,669.38,-3.52
182.77,669.44,-3.54
185.06,669.36,-3.56
187.32,669.26,-3.59
189.63,669.04,-3.60
191.94,668.72,-3.60
194.33,668.34,-3.58
196.64,667.85,-3.58
198.91,667.49,-3.59
201.08,667.20,-3.61
203.31,666.85,-3.57
205.48,666.67,-3.56
207.85,666.46,-3.55
210.26,666.36,-3.58
212.72,666.41,-3.57
214.97,666.42,-3.55
217.23,666.44,-3.53
219.50,666.50,-3.51
221.63,666.50,-3.49
223.97,666.51,-3.43
226.19,666.54,-3.34
228.38,666.43,-3.21
230.67,666.33,-3.10
232.85,666.12,-3.01
235.13,665.79,-2.90
237.32,665.54,-2.77
239.58,665.31,-2.65
241.82,665.18,-2.58
243.93,665.13,-2.58
246.08,665.04,-2.59
248.23,665.06,-2.62
250.46,665.03,-2.66
252.87,664.99,-2.72
255.18,665.05,-2.83
257.44,665.16,-2.93
259.64,665.22,-3.02
261.83,665.32,-3.08
264.01,665.52,-3.17
266.36,665.57,-3.24
268.67,665.72,-3.34
270.99,665.87,-3.40
273.29,665.89,-3.50
275.65,666.02,-3.58
277.80,666.17,-3.68
280.00,666.30,-3.74
282.14,666.45,-3.80
284.36,666.53,-3.87
286.56,666.48,-3.95
288.88,666.42,-4.01
291.17,666.44,-4.07
293.39,666.37,-4.13
295.78,666.26,-4.20
298.17,666.27,-4.28
300.60,666.18,-4.35
303.04,666.11,-4.42
305.42,666.13,-4.46
307.71,666.05,-4.51
310.05,666.02,-4.55
312.26,665.98,-4.60
314.63,665.81,-4.64
316.96,665.74,-4.68
319.33,665.62,-4.71
321.66,665.47,-4.75
323.93,665.50,-4.78
326.22,665.37,-4.79
328.56,665.36,-4.82
330.99,665.33,-4.83
333.36,665.19,-4.84
335.61,665.11,-4.85
337.82,665.01,-4.86
340.03,664.88,-4.86
342.36,664.77,-4.85
344.72,664.62,-4.86
347.12,664.58,-4.86
349.49,664.62,-4.86
351.76,664.55,-4.85
354.11,664.55,-4.85
356.41,664.53,-4.86
358.71,664.45,-4.85
360.92,664.55,-4.82
363.07,664.62,-4.81
365.33,664.68,-4.79
367.58,664.87,-4.79
369.99,664.95,-4.77
372.41,664.95,-4.77
374.74,665.05,-4.76
377.06,665.13,-4.75
379.32,665.31,-4.74
381.67,665.56,-4.75
384.00,665.80,-4.75
386.39,666.06,-4.74
388.78,666.24,-4.74
391.06,666.43,-4.75
393.32,666.60,-4.74
395.58,666.74,-4.74
397.85,666.84,-4.72
400.20,666.95,-4.72
402.47,667.11,-4.73
404.86,667.16,-4.74
407.13,667.33,-4.75
409.35,667.52,-4.75
411.60,667.63,-4.75
413.86,667.81,-4.75
416.15,667.89,-4.75
418.54,667.91,-4.76
420.85,668.00,-4.76
423.20,668.13,-4.78
425.54,668.12,-4.80
427.94,668.20,-4.82
430.34,668.30,-4.83
432.66,668.25,-4.83
434.99,668.28,-4.84
437.23,668.33,-4.87
439.51,668.28,-4.89
441.76,668.32,-4.92
443.96,668.31,-4.95
446.15,668.29,-4.95
448.46,668.30,-4.96
450.80,668.30,-4.96
453.26,668.16,-4.99
455.68,668.14,-5.01
458.07,668.03,-5.04
460.24,668.01,-5.06
462.36,668.07,-5.10
464.46,667.96,-5.10
466.59,667.82,-5.12
468.86,667.71,-5.13
471.15,667.57,-5.17
473.49,667.50,-5.19
475.80,667.52,-5.23
477.99,667.55,-5.26
480.21,667.56,-5.28
482.39,667.68,-5.29
484.66,667.66,-5.30
486.93,667.80,-5.36
489.22,667.89,-5.40
491.49,667.94,-5.42
493.74,668.15,-5.42
495.95,668.17,-5.42
498.14,668.31,-5.45
500.32,668.36,-5.47
502.56,668.26,-5.51
504.85,668.22,-5.53
507.19,668.05,-5.56
509.44,667.98,-5.59
511.67,667.80,-5.62
513.90,667.56,-5.64
516.12,667.27,-5.65
518.34,666.97,-5.66
520.57,666.77,-5.69
522.74,666.57,-5.71
525.00,666.30,-5.75
527.14,666.18,-5.77
529.39,665.99,-5.79
531.57,665.79,-5.82
533.83,665.66,-5.84
536.06,665.45,-5.87
538.36,665.36,-5.88
540.65,665.28,-5.91
542.99,665.12,-5.93
545.29,665.02,-5.94
547.70,665.05,-5.97
549.98,664.91,-5.99
552.31,664.88,-6.02
554.68,664.89,-6.03
556.94,664.68,-6.04
559.28,664.57,-6.07
561.53,664.40,-6.09
