x,y,z
497.975,569.504,-5.784
500.040,570.441,-5.832
502.174,570.441,-5.867
508.799,570.551,-5.901
510.805,570.695,-5.916
515.107,570.578,-5.955
517.242,570.687,-5.987
519.443,570.396,-6.031
521.579,570.196,-6.054
525.905,569.921,-6.109
528.136,570.022,-6.133
534.884,570.025,-6.168
536.811,569.892,-6.171
539.346,569.815,-6.227
545.204,569.618,-6.258
551.475,568.907,-6.330
553.922,568.994,-6.354
558.149,569.009,-6.383
560.048,569.397,-6.408
564.284,569.792,-6.429
566.473,569.996,-6.442
570.997,570.467,-6.458
573.315,570.552,-6.486
577.748,570.879,-6.506
580.074,571.029,-6.534
584.438,570.823,-6.555
586.691,570.918,-6.573
590.992,570.394,-6.597
593.118,570.320,-6.616
597.575,569.993,-6.639
599.882,570.029,-6.678
602.107,570.194,-6.700
606.595,570.257,-6.790
614.686,570.284,-6.797
616.615,570.192,-6.796
620.689,570.489,-6.824
622.971,570.136,-6.841
627.013,570.094,-6.857
629.279,570.480,-6.883
633.318,570.466,-6.918
635.395,571.336,-6.930
639.625,571.416,-6.955
641.746,572.183,-6.978
646.000,572.054,-6.999
647.786,572.271,-6.998
652.032,572.347,-7.023
654.097,571.804,-7.053
656.421,571.714,-7.091
660.802,571.479,-7.122
662.835,571.296,-7.162
665.176,571.719,-7.187
669.601,571.373,-7.201
673.910,571.913,-7.217
676.101,571.918,-7.228
680.493,572.824,-7.240
699.946,573.204,-7.395
702.262,573.164,-7.432
710.717,573.407,-7.456
712.913,573.378,-7.480
715.011,573.235,-7.504
719.420,573.563,-7.519
723.820,573.914,-7.549
725.798,573.879,-7.589
728.161,573.847,-7.611
732.403,574.114,-7.628
736.680,574.530,-7.660
738.823,574.243,-7.671
743.359,574.573,-7.678
745.482,574.396,-7.701
747.888,574.715,-7.730
752.137,574.316,-7.755
756.199,574.375,-7.785
758.513,574.326,-7.803
762.913,574.225,-7.828
76.155,624.852,1.861
77.319,621.600,1.827
78.465,620.155,1.738
80.058,618.793,1.634
82.063,617.624,1.484
84.431,616.778,1.332
87.176,616.313,1.090
90.155,616.274,0.827
92.888,616.776,0.573
95.234,617.532,0.327
97.775,618.294,0.066
100.597,618.940,-0.262
103.797,619.499,-0.592
109.157,619.770,-1.071
111.637,619.806,-1.395
116.121,619.609,-1.673
118.422,619.412,-1.814
120.396,619.113,-1.909
124.179,618.550,-1.941
125.802,618.189,-1.934
127.311,617.594,-1.917
131.072,616.519,-1.942
132.278,616.138,-1.972
135.526,615.448,-2.033
137.483,615.102,-2.114
141.886,614.650,-2.186
144.433,614.711,-2.207
146.823,615.157,-2.112
149.000,615.297,-1.991
156.260,615.807,-1.625
158.989,616.095,-1.609
164.008,615.612,-1.648
166.330,615.402,-1.688
171.192,615.649,-1.755
173.791,615.192,-1.807
178.721,614.848,-1.937
181.664,614.490,-2.031
186.840,614.108,-2.290
189.597,614.572,-2.230
195.077,613.987,-2.290
197.752,614.463,-2.293
200.149,614.571,-2.289
202.894,614.404,-2.259
207.798,615.117,-2.225
212.608,615.829,-2.195
215.041,615.968,-2.144
217.338,616.015,-2.122
224.573,616.155,-2.099
226.639,616.421,-2.087
230.888,616.083,-2.087
232.821,615.617,-2.116
234.934,615.326,-2.153
239.252,615.089,-2.204
244.047,614.946,-2.283
246.165,614.413,-2.377
250.655,614.979,-2.480
252.713,614.679,-2.589
257.245,615.395,-2.708
259.464,615.452,-2.820
263.661,616.429,-2.946
265.971,616.547,-3.057
270.298,617.274,-3.183
272.377,617.843,-3.303
277.038,617.882,-3.420
279.242,618.357,-3.525
283.743,618.237,-3.646
285.845,618.642,-3.736
290.130,618.423,-3.839
292.360,618.633,-3.934
296.545,618.560,-4.029
298.581,618.930,-4.110
302.956,618.987,-4.210
305.267,619.254,-4.291
309.537,619.152,-4.372
311.694,619.393,-4.444
316.026,618.920,-4.512
318.248,618.866,-4.557
322.767,618.892,-4.606
324.992,619.135,-4.646
327.360,619.122,-4.684
332.032,619.295,-4.717
334.016,618.945,-4.741
336.287,619.128,-4.752
342.620,619.657,-4.760
344.658,619.989,-4.756
349.046,620.113,-4.750
351.189,620.123,-4.747
355.612,620.213,-4.741
357.789,620.185,-4.735
359.961,620.126,-4.723
364.098,619.845,-4.717
368.308,619.331,-4.705
370.602,619.394,-4.694
374.751,618.937,-4.689
377.019,619.425,-4.694
379.108,618.973,-4.679
383.526,619.539,-4.674
388.058,619.540,-4.677
390.273,619.139,-4.674
394.760,618.754,-4.671
396.776,618.192,-4.696
398.963,618.055,-4.705
402.969,616.888,-4.717
407.293,616.144,-4.744
409.579,616.080,-4.756
414.054,615.970,-4.755
416.300,615.899,-4.768
418.460,615.485,-4.793
422.667,615.552,-4.804
426.892,615.408,-4.846
429.294,615.115,-4.863
433.891,614.768,-4.895
436.344,614.874,-4.908
440.942,614.768,-4.922
443.129,614.853,-4.928
447.610,615.142,-4.962
451.909,615.621,-4.974
454.286,615.569,-5.016
458.387,615.549,-5.049
462.610,615.891,-5.083
464.652,615.221,-5.115
468.533,615.225,-5.191
470.621,615.022,-5.211
475.129,614.334,-5.264
477.481,614.335,-5.296
479.689,614.727,-5.341
483.832,614.385,-5.346
488.330,614.336,-5.382
490.553,614.452,-5.393
492.910,614.750,-5.408
499.394,615.502,-5.415
503.854,615.840,-5.414
506.021,616.006,-5.568
510.442,615.982,-5.651
512.545,615.982,-5.723
514.789,615.665,-5.786
517.087,615.369,-5.801
523.391,615.436,-5.803
525.412,615.508,-5.810
529.811,615.627,-5.834
531.974,615.568,-5.870
536.568,616.047,-5.900
538.932,615.874,-5.931
541.129,616.248,-5.959
545.443,615.635,-5.992
549.549,615.616,-6.025
551.692,615.440,-6.051
556.040,614.870,-6.076
558.298,614.535,-6.113
562.632,613.845,-6.142
564.579,613.714,-6.165
568.678,613.915,-6.196
570.859,614.046,-6.226
574.869,614.264,-6.247
577.012,614.426,-6.272
581.164,614.594,-6.309
583.092,614.372,-6.339
587.366,614.539,-6.372
589.402,614.482,-6.409
593.771,614.838,-6.444
595.998,614.967,-6.470
598.238,615.383,-6.512
602.731,615.790,-6.544
607.151,616.466,-6.566
609.403,616.767,-6.586
611.597,617.140,-6.621
616.185,617.308,-6.635
620.354,617.297,-6.660
622.325,618.374,-6.680
624.396,618.527,-6.723
628.892,619.037,-6.737
633.121,618.471,-6.765
635.329,618.693,-6.776
636.938,618.234,-6.821
641.051,617.446,-6.836
645.224,615.942,-6.865
647.448,615.746,-6.888
649.479,615.155,-6.939
653.510,614.121,-6.962
657.504,612.881,-6.996
659.478,612.543,-7.028
663.660,611.596,-7.063
665.726,610.926,-7.087
667.788,609.997,-7.128
672.215,609.298,-7.153
674.137,608.801,-7.183
677.897,609.770,-7.210
681.547,610.948,-7.231
683.552,611.208,-7.244
685.289,612.141,-7.265
689.191,613.086,-7.273
693.121,614.232,-7.294
695.265,614.774,-7.306
699.459,615.347,-7.329
701.401,615.592,-7.346
705.602,616.148,-7.381
707.688,616.670,-7.406
712.211,616.872,-7.440
714.363,617.313,-7.454
716.758,617.235,-7.480
721.020,617.996,-7.492
725.348,618.197,-7.513
727.562,618.148,-7.529
731.911,618.149,-7.552
734.123,617.693,-7.581
738.500,617.558,-7.614
742.745,616.725,-7.644
747.053,616.469,-7.671
749.236,616.470,-7.700
753.711,616.462,-7.718
755.981,616.429,-7.735
760.243,616.423,-7.749
762.439,616.530,-7.765
63.200,661.260,3.350
64.181,661.256,3.208
65.385,661.263,2.799
67.502,661.270,2.207
69.980,661.263,1.851
72.265,661.341,1.636
74.779,661.440,1.461
77.989,661.527,1.384
81.354,661.726,1.174
84.520,661.830,0.922
87.507,661.877,0.661
90.195,661.847,0.441
92.432,661.725,0.265
94.648,661.451,0.058
96.815,661.107,-0.305
100.350,660.174,-0.952
101.691,660.096,-1.075
106.297,660.673,-1.237
108.916,660.814,-1.367
113.942,660.554,-1.494
116.373,660.484,-1.581
121.017,660.743,-1.667
123.317,660.911,-1.720
125.713,660.906,-1.783
128.178,660.933,-1.840
133.347,660.910,-1.918
136.076,661.022,-1.995
144.589,661.044,-2.276
147.433,661.184,-2.370
153.090,661.178,-2.474
155.889,661.306,-2.568
158.712,661.374,-2.715
161.445,661.289,-2.829
166.525,661.409,-2.965
168.961,661.593,-3.077
173.459,661.074,-3.181
177.180,661.003,-3.209
178.658,661.145,-3.243
180.224,661.265,-3.252
183.898,661.214,-3.284
186.017,661.295,-3.302
191.081,661.915,-3.345
193.673,662.343,-3.387
198.460,663.293,-3.431
202.848,664.245,-3.455
204.953,664.967,-3.476
209.308,665.883,-3.485
211.494,666.461,-3.485
213.840,666.680,-3.473
218.753,667.362,-3.452
221.346,667.080,-3.409
226.524,666.696,-3.288
229.190,666.512,-3.143
234.365,665.469,-3.001
236.946,665.190,-2.859
241.730,664.357,-2.735
244.065,663.975,-2.691
248.385,663.494,-2.697
250.462,663.278,-2.717
254.737,663.128,-2.785
257.004,662.943,-2.877
261.597,663.066,-3.010
264.070,663.207,-3.137
269.550,663.742,-3.341
272.394,663.976,-3.414
280.163,664.855,-3.640
282.720,665.257,-3.760
285.165,665.063,-3.890
287.550,665.416,-3.963
292.116,665.369,-4.056
294.444,665.343,-4.144
299.362,665.216,-4.250
301.986,665.142,-4.340
307.410,664.587,-4.470
310.134,664.558,-4.513
317.694,664.039,-4.653
320.242,663.897,-4.702
325.593,663.738,-4.741
328.327,663.884,-4.774
331.178,663.656,-4.800
333.790,664.144,-4.814
338.977,663.894,-4.822
343.564,664.389,-4.842
345.795,664.666,-4.848
348.059,665.084,-4.848
352.558,665.060,-4.837
355.019,665.329,-4.830
360.693,665.072,-4.814
363.637,665.172,-4.799
368.927,664.972,-4.777
371.437,665.362,-4.766
376.216,665.286,-4.755
381.103,665.662,-4.748
383.631,665.836,-4.737
386.266,665.788,-4.737
391.498,665.714,-4.728
396.720,665.774,-4.713
399.223,665.629,-4.704
401.561,665.593,-4.703
405.776,665.865,-4.703
410.451,666.161,-4.711
413.076,665.771,-4.721
415.698,665.738,-4.733
421.285,665.444,-4.783
424.251,665.350,-4.812
430.063,664.761,-4.843
432.622,664.536,-4.874
436.995,664.379,-4.899
439.116,664.239,-4.882
443.740,664.010,-4.894
446.216,664.021,-4.875
457.126,663.722,-5.026
459.923,663.936,-5.039
462.558,663.885,-5.088
465.051,663.948,-5.117
472.216,664.200,-5.150
474.460,664.379,-5.168
476.821,664.632,-5.215
479.298,664.729,-5.254
488.197,664.785,-5.299
491.168,665.107,-5.335
494.015,665.162,-5.389
496.686,665.314,-5.413
503.659,665.847,-5.452
506.024,665.775,-5.490
508.396,665.869,-5.540
510.827,665.804,-5.572
518.888,665.392,-5.630
521.711,665.032,-5.630
527.091,664.818,-5.704
529.619,664.507,-5.740
534.675,664.546,-5.790
537.205,664.458,-5.821
542.286,664.246,-5.858
544.922,664.021,-5.879
547.552,663.943,-5.925
550.307,663.735,-5.951
555.406,663.396,-6.001
557.919,663.434,-6.046
563.100,663.344,-6.104
565.673,663.253,-6.150
570.684,663.483,-6.200
575.785,663.545,-6.230
578.341,663.482,-6.265
580.930,663.475,-6.287
586.279,663.478,-6.311
588.969,663.603,-6.343
594.274,663.669,-6.390
596.878,663.685,-6.435
602.025,664.186,-6.488
604.517,664.664,-6.531
611.760,665.633,-6.577
614.247,665.820,-6.606
616.727,666.328,-6.656
619.319,666.500,-6.680
624.428,666.521,-6.713
629.495,665.876,-6.738
632.081,665.716,-6.785
634.825,665.221,-6.800
640.251,664.735,-6.844
642.907,664.396,-6.872
648.112,664.298,-6.923
650.715,663.853,-6.945
655.691,663.806,-6.991
660.795,663.508,-7.024
665.848,663.043,-7.063
668.246,663.155,-7.084
670.724,663.303,-7.130
673.321,663.542,-7.157
680.564,665.202,-7.193
682.826,666.041,-7.230
685.266,666.757,-7.262
690.336,667.832,-7.281
692.941,668.218,-7.308
695.499,668.488,-7.328
700.522,668.803,-7.368
703.017,668.902,-7.403
708.142,668.940,-7.443
713.099,668.931,-7.473
718.357,668.664,-7.508
721.010,668.118,-7.520
726.204,667.916,-7.544
728.797,667.488,-7.567
731.305,667.745,-7.596
733.883,667.271,-7.612
738.874,667.322,-7.645
741.440,667.340,-7.666
746.329,667.810,-7.684
748.627,668.181,-7.701
753.324,668.459,-7.725
757.904,668.233,-7.736
760.383,668.274,-7.763
762.730,667.526,-7.785
57.247,707.790,3.315
57.740,707.816,3.199
59.093,707.813,2.943
60.959,707.830,2.592
62.881,707.862,2.336
64.915,707.878,2.015
67.202,707.829,1.757
69.835,707.738,1.542
72.880,707.595,1.353
76.096,707.459,1.106
79.097,707.253,0.844
81.934,707.060,0.614
84.822,706.807,0.391
87.323,706.642,0.186
89.693,706.476,0.029
91.958,706.189,-0.190
93.992,706.010,-0.492
95.875,705.913,-0.694
98.798,706.125,-0.958
100.376,706.461,-1.142
103.842,706.602,-1.318
105.361,706.647,-1.433
106.850,706.851,-1.587
108.463,706.917,-1.711
112.151,706.970,-1.865
114.035,706.916,-2.006
120.042,707.285,-2.149
122.146,707.325,-2.251
124.341,707.312,-2.478
126.591,707.196,-2.674
133.922,707.001,-2.865
136.622,706.964,-3.047
139.374,706.892,-3.250
142.125,706.775,-3.322
147.364,706.568,-3.396
152.065,706.231,-3.457
154.297,706.096,-3.516
156.574,705.885,-3.538
161.452,705.504,-3.555
163.919,705.108,-3.566
169.074,704.860,-3.580
171.862,704.844,-3.580
179.595,704.724,-3.645
181.749,704.876,-3.687
183.903,705.014,-3.711
186.142,704.956,-3.717
190.589,704.963,-3.708
192.795,704.978,-3.709
197.447,704.743,-3.709
200.043,704.773,-3.735
205.656,704.509,-3.714
208.243,704.389,-3.700
212.853,704.501,-3.616
215.249,704.730,-3.477
220.042,704.439,-3.268
222.272,704.403,-3.072
226.865,704.574,-2.866
229.375,704.439,-2.726
234.998,704.194,-2.637
237.930,704.171,-2.614
243.293,704.340,-2.648
245.566,704.394,-2.717
249.863,704.632,-2.808
252.046,704.542,-2.891
256.552,704.644,-3.026
258.911,704.581,-3.134
263.785,705.028,-3.269
266.329,705.114,-3.380
271.269,705.512,-3.521
273.672,705.528,-3.619
278.514,706.196,-3.769
281.045,706.245,-3.883
288.374,706.679,-4.018
290.908,706.758,-4.124
293.487,707.237,-4.262
296.096,707.249,-4.350
303.644,707.729,-4.513
306.168,707.927,-4.532
311.281,708.384,-4.641
313.973,708.275,-4.704
319.263,708.541,-4.767
321.795,708.636,-4.800
324.292,708.989,-4.835
329.130,708.986,-4.845
331.572,709.147,-4.854
333.961,708.929,-4.858
338.904,709.162,-4.866
343.883,708.776,-4.863
346.492,708.883,-4.861
349.120,708.720,-4.853
354.406,708.593,-4.836
356.768,708.287,-4.819
361.468,708.151,-4.792
363.825,707.583,-4.776
368.628,706.757,-4.758
371.033,706.437,-4.746
375.936,706.003,-4.728
378.536,705.648,-4.714
383.770,705.252,-4.715
386.256,705.087,-4.703
391.293,705.364,-4.699
393.860,705.255,-4.700
398.676,705.866,-4.702
401.057,706.095,-4.682
405.984,706.872,-4.694
408.442,707.137,-4.699
415.566,708.681,-4.717
418.038,709.265,-4.737
422.834,710.661,-4.774
425.178,711.082,-4.794
427.324,711.693,-4.841
429.447,712.445,-4.844
433.867,713.991,-4.847
436.113,714.934,-4.840
440.568,716.683,-4.830
445.470,718.339,-4.795
448.092,718.841,-4.846
450.710,719.086,-4.898
455.701,719.446,-4.946
458.184,719.302,-5.012
465.751,718.868,-5.079
468.251,718.239,-5.090
470.643,717.730,-5.116
473.000,717.264,-5.146
477.607,716.082,-5.181
482.340,715.295,-5.214
487.047,714.774,-5.262
489.521,714.123,-5.295
492.155,714.041,-5.347
494.825,713.659,-5.381
500.059,713.259,-5.429
505.321,712.866,-5.466
507.838,712.529,-5.521
510.322,712.454,-5.552
517.662,712.055,-5.619
520.293,711.512,-5.616
525.608,711.427,-5.689
528.226,711.206,-5.721
530.742,711.391,-5.771
533.297,711.183,-5.797
538.538,711.194,-5.833
541.114,711.359,-5.866
546.076,711.270,-5.909
548.522,711.251,-5.934
553.591,711.269,-5.994
556.157,711.532,-5.990
563.796,711.801,-6.086
566.279,712.096,-6.121
568.676,712.380,-6.169
570.953,712.791,-6.190
575.785,713.129,-6.231
578.312,713.146,-6.269
586.062,712.565,-6.319
588.615,712.154,-6.357
591.021,712.118,-6.416
593.501,711.527,-6.446
598.638,711.376,-6.492
601.181,711.081,-6.526
608.399,711.226,-6.575
611.015,711.262,-6.605
613.615,711.419,-6.656
616.168,711.962,-6.689
623.921,712.610,-6.768
626.552,712.527,-6.762
631.443,712.302,-6.792
633.835,712.352,-6.806
636.353,712.005,-6.833
639.029,711.879,-6.853
644.309,711.342,-6.891
647.074,711.236,-6.902
652.731,710.766,-6.968
657.774,710.240,-6.991
660.150,710.117,-7.034
662.544,709.482,-7.062
667.449,709.131,-7.097
669.747,708.999,-7.127
677.254,708.087,-7.179
679.949,707.536,-7.178
684.980,707.717,-7.227
687.525,707.463,-7.243
689.906,707.886,-7.282
692.606,708.163,-7.301
697.365,708.631,-7.341
702.080,709.694,-7.374
707.298,710.462,-7.405
709.831,710.546,-7.424
712.344,710.789,-7.451
717.597,710.653,-7.466
720.319,710.893,-7.499
725.596,710.228,-7.526
728.112,710.351,-7.552
730.506,709.895,-7.576
735.228,709.619,-7.603
740.232,709.118,-7.607
742.876,709.439,-7.639
748.538,709.023,-7.661
751.319,709.196,-7.683
754.056,709.228,-7.698
758.975,709.987,-7.721
761.334,710.423,-7.728
57.139,752.783,3.344
57.927,752.822,3.182
58.892,752.857,2.991
60.369,753.006,2.688
62.456,753.209,2.472
64.899,753.460,2.388
67.399,753.762,2.163
69.649,753.998,1.854
71.788,754.203,1.593
74.282,754.333,1.415
76.542,754.294,1.185
78.663,754.272,0.873
81.154,754.132,0.638
83.635,753.751,0.464
86.024,753.216,0.250
88.382,752.311,0.029
90.493,751.498,-0.227
92.057,750.165,-0.550
95.520,747.755,-0.922
97.140,747.430,-1.010
98.744,747.360,-1.198
101.641,747.261,-1.326
104.542,747.283,-1.448
106.136,747.650,-1.524
107.963,748.189,-1.598
112.266,748.808,-1.636
114.467,748.955,-1.677
118.967,749.622,-1.717
123.888,750.024,-1.764
126.439,750.414,-1.814
129.019,750.508,-1.908
131.543,750.731,-1.993
136.464,750.984,-2.095
138.872,751.195,-2.211
143.609,751.316,-2.332
145.808,751.452,-2.421
150.183,751.851,-2.550
152.503,752.019,-2.688
157.303,752.160,-2.872
159.688,752.318,-3.056
164.521,752.745,-3.298
167.128,752.902,-3.493
172.393,753.112,-3.666
175.005,753.271,-3.813
180.083,753.529,-3.825
185.022,753.381,-3.801
187.465,753.287,-3.757
189.871,753.139,-3.707
194.733,753.035,-3.664
199.626,753.350,-3.601
201.961,753.574,-3.554
204.268,753.578,-3.515
208.757,753.949,-3.386
211.137,753.716,-3.222
215.957,753.386,-3.029
218.375,753.085,-2.841
223.338,752.593,-2.530
225.909,752.356,-2.508
233.797,751.592,-2.498
236.224,751.369,-2.501
238.565,751.381,-2.562
240.824,751.142,-2.638
248.034,750.577,-2.730
250.479,750.829,-2.833
252.747,751.297,-2.968
254.995,751.654,-3.063
261.787,753.072,-3.173
264.215,753.380,-3.275
266.769,753.743,-3.398
269.271,753.987,-3.492
274.268,754.158,-3.613
276.837,754.214,-3.689
284.641,754.972,-4.032
287.165,755.051,-4.039
292.075,755.952,-4.169
294.732,756.065,-4.231
297.243,756.310,-4.315
299.660,756.059,-4.367
304.254,756.087,-4.439
306.599,755.672,-4.496
313.744,755.314,-4.556
316.114,755.700,-4.602
318.670,755.366,-4.657
321.283,755.517,-4.686
328.905,755.832,-4.709
331.536,755.786,-4.746
334.195,755.789,-4.743
339.572,756.172,-4.740
342.115,756.538,-4.736
347.074,756.674,-4.747
349.480,756.633,-4.750
352.025,756.607,-4.738
357.141,756.084,-4.728
359.514,755.659,-4.717
364.364,754.821,-4.701
366.784,754.134,-4.686
373.960,752.603,-4.668
376.424,752.336,-4.658
381.656,751.796,-4.655
384.337,751.612,-4.643
389.805,751.458,-4.631
392.637,750.967,-4.634
395.475,751.042,-4.638
400.783,751.017,-4.633
403.127,751.150,-4.663
407.541,751.355,-4.695
412.254,751.715,-4.750
414.768,752.077,-4.781
417.318,752.162,-4.795
422.654,752.767,-4.774
425.353,752.850,-4.824
427.844,753.200,-4.840
434.825,754.814,-4.881
437.245,755.391,-4.954
439.769,755.343,-5.021
442.323,755.728,-5.011
450.295,756.019,-4.997
452.804,755.727,-4.977
455.026,755.558,-4.969
457.067,755.294,-4.983
461.528,754.393,-5.042
464.010,754.073,-5.080
468.965,752.914,-5.112
474.122,752.211,-5.128
476.585,751.378,-5.095
479.047,751.398,-5.051
483.887,750.709,-5.086
486.433,751.039,-5.127
491.620,751.055,-5.197
493.961,751.630,-5.305
498.671,752.438,-5.403
503.594,753.043,-5.449
508.513,753.902,-5.506
511.011,753.835,-5.529
513.370,754.257,-5.574
518.277,754.486,-5.599
523.377,755.131,-5.649
525.900,755.213,-5.691
528.168,755.898,-5.742
530.655,756.187,-5.772
535.377,757.403,-5.818
537.722,758.142,-5.847
542.563,759.161,-5.897
545.013,759.777,-5.932
552.684,760.215,-6.018
555.278,760.039,-6.003
560.228,760.204,-6.073
562.703,759.995,-6.097
565.107,760.397,-6.146
570.029,760.144,-6.179
575.311,760.273,-6.250
577.916,760.195,-6.272
582.919,760.245,-6.324
585.406,760.146,-6.358
590.436,760.417,-6.414
593.064,760.305,-6.448
598.147,760.884,-6.490
600.736,761.170,-6.525
603.182,761.493,-6.576
605.583,761.866,-6.598
612.902,761.983,-6.638
615.567,761.499,-6.679
618.105,761.130,-6.725
620.604,760.669,-6.749
628.267,759.129,-6.801
630.780,758.667,-6.813
635.742,758.507,-6.839
638.194,757.721,-6.863
643.116,758.003,-6.909
645.688,757.491,-6.941
651.340,757.353,-6.983
654.089,757.058,-7.023
656.766,757.063,-7.059
659.317,757.143,-7.077
664.221,756.949,-7.110
666.629,756.949,-7.136
673.972,756.739,-7.160
676.402,756.486,-7.180
678.898,756.316,-7.215
681.409,756.069,-7.238
686.917,755.621,-7.265
692.331,754.938,-7.285
695.045,754.680,-7.321
697.625,754.146,-7.332
702.623,753.892,-7.363
705.080,753.666,-7.394
712.521,753.048,-7.429
715.050,753.072,-7.454
717.544,753.420,-7.498
720.249,753.215,-7.518
725.566,753.246,-7.536
730.621,753.646,-7.546
733.140,753.437,-7.574
735.785,753.467,-7.590
740.380,754.068,-7.629
742.751,754.583,-7.664
750.431,755.990,-7.699
752.735,756.491,-7.718
755.058,757.115,-7.748
760.006,757.563,-7.758
762.440,758.303,-7.776
59.768,799.141,3.175
61.717,799.132,2.945
64.063,799.141,2.599
66.748,799.136,2.306
69.756,799.125,2.133
72.833,799.133,1.930
75.924,799.212,1.738
78.994,799.321,1.539
81.997,799.409,1.300
84.942,799.456,0.971
87.984,799.419,0.665
90.980,799.277,0.546
93.443,799.074,0.419
95.498,798.945,0.195
97.250,798.852,-0.007
99.040,798.910,-0.399
101.104,798.704,-0.563
106.460,799.260,-0.879
107.924,799.057,-1.045
110.893,799.076,-1.252
112.481,798.818,-1.363
116.288,798.180,-1.499
118.390,797.888,-1.616
120.712,797.623,-1.746
126.072,797.320,-1.806
128.944,797.307,-1.880
134.485,797.809,-1.902
139.692,798.522,-1.954
142.338,798.416,-2.007
147.645,798.206,-2.107
150.127,797.803,-2.199
152.470,797.983,-2.316
157.510,797.973,-2.404
162.882,797.936,-2.517
165.319,798.047,-2.595
169.724,798.202,-2.704
171.936,798.532,-2.794
176.745,798.679,-2.901
179.334,798.709,-2.977
181.734,798.989,-3.009
184.030,799.422,-3.009
188.625,799.976,-2.999
193.781,799.807,-2.983
196.587,799.633,-2.953
199.659,799.150,-3.063
209.163,798.136,-3.099
212.006,797.875,-3.111
214.536,797.693,-3.069
216.881,797.800,-2.956
221.207,797.748,-2.807
223.414,797.895,-2.671
228.117,798.543,-2.553
230.761,798.820,-2.498
236.178,799.095,-2.492
238.852,799.199,-2.535
244.144,798.871,-2.618
246.795,798.604,-2.719
251.759,797.806,-2.856
254.183,797.485,-2.976
261.883,796.821,-3.103
264.570,796.651,-3.204
267.156,796.483,-3.363
269.660,796.608,-3.482
277.788,796.728,-3.619
280.394,796.794,-3.739
285.215,797.480,-3.870
287.535,797.435,-3.942
289.940,797.779,-4.046
292.411,798.005,-4.124
297.731,798.432,-4.288
